date,numeric0,numeric1,categorical0,time,target
1974-12-07,3267,,b,21:54:29,0
2016-05-10,1895,8,a,17:19:03,0
1971-08-27,664,2,c,01:05:22,0
1976-12-13,4713,5,a,22:12:47,0
1990-04-29,8244,6,c,21:11:48,0
2000-08-04,4682,,c,06:47:01,0
1972-09-20,8900,6,a,17:44:53,0
2017-07-23,1448,,c,10:22:59,0
1996-06-20,9943,,b,19:55:45,0
2014-09-03,4955,,a,00:30:42,0
1980-02-16,1201,,b,22:00:46,0
2002-05-22,3740,9,b,05:01:02,0
1991-11-10,7210,,c,17:19:20,0
2015-03-05,1,6,b,13:33:26,1
2010-05-26,24,0,c,06:52:19,1
1972-03-24,6303,2,b,02:51:39,0
1989-07-11,8457,,b,01:54:47,0
2006-06-01,8781,,b,22:10:46,0
2009-11-13,3616,8,a,01:00:21,1
1998-06-16,9062,7,a,11:18:59,1
2000-02-26,3276,,a,06:29:54,0
1973-07-03,6185,,b,09:02:02,0
2003-05-17,9450,9,b,03:36:46,0
1996-12-23,6264,,b,00:54:56,0
2018-06-03,9196,8,c,11:11:41,0
1992-02-21,3271,,a,23:42:35,0
1985-06-28,6137,,b,19:47:36,0
1975-05-26,918,,b,02:19:57,0
1981-10-24,4524,5,a,01:25:13,1
1992-08-28,648,,a,12:10:14,1
1991-09-25,1457,,a,10:22:21,1
2014-06-23,9602,5,a,01:04:53,0
2010-01-18,9556,4,a,17:23:36,0
2015-09-15,2171,0,b,11:36:37,0
1985-04-19,2135,,b,12:30:28,0
1993-10-24,7028,3,b,18:07:42,0
1980-09-01,8170,0,b,01:34:28,0
1970-08-24,7748,,c,19:08:27,0
1992-12-28,2770,,a,04:16:24,0
2004-06-26,8878,,b,11:01:19,0
1970-04-06,8064,8,b,13:08:35,0
2015-04-18,1898,3,b,16:30:33,0
1980-11-23,5693,,c,15:41:58,0
1976-06-18,738,,c,13:24:42,1
1996-01-19,7503,,c,23:29:46,0
1980-08-12,6511,,b,14:05:05,0
1995-04-08,9976,,c,05:19:13,0
1992-05-20,5661,,a,20:13:01,0
1992-06-12,2576,,a,12:56:10,0
2000-08-05,6040,,a,15:34:24,1
1983-02-27,8404,,c,19:48:35,0
1998-06-27,7832,,b,05:02:02,0
1978-02-21,6675,,b,00:40:23,0
1991-10-25,9505,1,c,07:56:19,0
2008-04-23,947,,c,18:30:55,1
1987-09-17,6923,,c,16:43:57,0
1979-03-24,1237,,c,23:14:22,0
1978-04-13,7047,,a,10:00:47,0
2012-01-02,3881,5,b,10:42:18,0
2009-11-27,4847,,a,21:10:57,0
2005-01-01,220,,b,03:05:38,0
1981-10-01,7749,4,a,11:47:21,0
1989-01-22,9766,,c,14:42:40,0
2009-08-13,5482,,a,16:59:25,1
1976-09-27,9703,8,c,09:43:47,0
1994-07-22,7372,9,a,21:58:32,1
2016-07-23,5978,,a,06:03:56,1
1978-12-02,136,6,c,01:33:00,0
1992-11-05,6630,,a,21:04:19,1
2002-09-21,3541,,c,23:03:08,0
2007-09-03,1282,,c,00:10:28,0
1987-02-15,7592,5,a,01:52:29,0
2005-06-09,8511,,b,12:20:36,0
1982-12-27,4149,0,a,19:12:00,0
1974-11-21,5760,4,a,13:48:09,0
2003-03-26,7042,,b,15:16:14,0
1974-02-26,2080,0,b,13:52:26,0
2002-03-28,7905,5,b,03:31:15,0
1999-07-10,4350,2,b,16:00:51,0
1972-02-02,999,,b,12:47:26,0
2015-12-01,8631,,a,07:30:08,1
1990-08-07,3719,,c,16:16:33,0
1984-10-15,1901,8,a,04:11:14,0
1984-04-17,4889,6,b,06:20:32,0
2002-06-05,15,,b,09:11:45,0
1988-01-31,8600,,b,11:38:13,0
1995-05-06,250,,b,21:13:51,0
1980-06-24,56,5,a,21:28:47,1
1993-03-02,3502,,a,11:45:17,0
2010-06-04,1310,,b,20:25:39,0
1985-11-28,1229,,c,14:58:24,0
1977-04-25,2508,,b,03:18:09,0
2004-10-07,9494,,a,12:27:18,0
1975-04-18,5620,,a,18:01:21,0
2019-07-28,290,,c,15:10:22,0
1973-10-23,1994,,a,15:40:21,0
2018-01-01,8129,,b,17:18:07,0
2003-08-18,2796,,c,06:41:19,0
1989-07-25,4141,8,a,18:36:05,1
2002-07-19,8577,,a,03:31:09,1
1986-05-29,7888,1,a,12:46:45,0
1986-10-08,258,,c,04:42:26,1
1982-06-06,4888,1,b,21:08:18,0
1980-12-04,455,,c,21:18:27,0
1970-08-16,3080,,c,10:12:29,0
1992-08-21,783,,b,08:41:22,0
2007-04-24,3829,,c,14:32:43,0
1983-03-04,3648,7,c,03:40:42,0
1991-12-02,6114,,c,05:41:26,0
2001-08-11,7656,8,c,16:18:53,0
1971-06-06,3776,,a,10:21:55,1
1976-06-18,1061,,c,07:04:11,0
1993-12-03,9957,6,b,19:58:11,0
1973-06-26,6742,,a,04:15:45,0
2005-04-03,258,,c,06:45:21,0
1974-02-19,2201,,c,02:19:07,0
1974-10-22,4594,4,b,02:45:59,0
1974-03-15,7928,5,b,07:46:25,0
1986-10-30,7338,,a,08:30:51,0
2012-03-21,7208,,a,03:45:01,0
1990-01-06,1813,9,b,02:07:04,0
1972-01-28,3686,,b,16:57:37,0
1973-06-25,3716,,a,05:00:05,1
1998-08-18,1194,9,c,21:28:32,0
2006-02-18,5253,6,b,17:10:51,0
1971-09-13,8574,5,b,18:37:51,0
1998-07-28,2350,,a,01:19:43,0
1984-05-28,1226,,b,00:15:38,0
2009-04-05,7473,3,b,07:31:56,0
1988-11-26,5573,9,c,07:17:26,0
1991-08-28,9519,9,c,02:58:07,0
1984-05-03,1473,,b,14:25:05,0
1976-02-21,7359,6,a,18:03:10,0
2015-09-25,5226,,c,01:32:43,0
1970-09-18,5087,0,c,16:59:30,0
1995-11-30,4107,2,a,03:41:14,0
1984-01-31,3,8,b,12:54:28,0
1993-04-15,7459,,c,13:06:59,0
1986-11-16,5613,9,a,12:34:33,1
2010-04-08,9530,,c,07:26:45,0
2005-05-08,143,2,b,23:47:32,1
1979-03-31,9673,,a,07:20:50,1
2002-02-01,3386,3,c,01:12:58,0
1972-06-26,4462,6,c,03:15:06,0
2009-03-24,781,,c,18:44:08,1
1987-06-09,4479,0,c,07:15:04,0
1989-02-19,4537,,a,02:05:42,0
1975-01-19,6305,,c,10:15:54,0
1974-12-08,708,,b,12:29:35,0
2014-12-10,7715,,c,02:44:17,0
1977-05-13,8715,1,b,00:16:40,0
2005-09-04,3463,,a,21:48:49,0
2015-03-11,7698,2,c,03:13:47,0
1998-09-16,344,2,a,20:07:53,1
1984-11-03,9581,,b,04:40:52,0
1977-04-20,4402,,b,21:23:32,0
1985-11-03,9849,,a,12:15:03,0
2011-12-28,9589,6,c,22:16:46,0
1974-05-30,6158,,a,21:03:58,1
1987-12-07,7682,4,b,00:14:39,0
1975-10-23,9371,,b,09:18:08,0
2016-01-01,956,,c,02:09:40,0
1991-02-28,7858,9,c,12:59:56,0
1999-06-09,447,,a,12:27:32,1
2015-08-25,7698,,b,05:58:06,0
2014-04-30,4008,0,b,11:49:48,0
2001-01-02,3408,,c,08:18:43,0
2014-10-21,9085,8,a,19:44:41,0
1970-08-04,1793,8,a,01:16:38,1
1988-09-27,4171,4,b,01:50:11,0
1990-03-15,447,2,a,01:24:03,1
2003-10-08,5109,1,c,12:02:25,0
1998-12-16,3426,,a,21:38:06,0
2018-02-24,9426,2,c,03:22:27,0
2009-10-27,8138,,b,06:27:54,0
2010-03-01,6736,,c,09:41:49,0
2004-08-13,4909,9,a,19:08:53,0
1980-06-17,8285,3,b,10:21:27,0
2009-11-10,469,0,b,06:38:35,0
2013-11-18,6113,,a,16:16:29,1
2017-09-27,3220,,a,10:59:08,0
2008-09-09,3983,4,b,00:26:36,0
1982-09-06,2364,,c,21:37:34,0
1976-09-19,3612,0,b,21:47:04,0
1980-07-15,2358,0,c,08:01:37,0
2007-01-18,0,,b,05:06:18,0
1973-12-03,7790,3,b,11:58:43,0
1991-10-19,2160,,c,23:30:02,0
1985-07-10,3535,,c,07:17:07,0
1996-07-23,6422,,a,20:33:04,0
2005-05-16,5870,6,a,14:59:05,1
1988-01-22,4582,2,b,16:25:56,0
1975-08-02,7431,2,a,04:12:56,0
1985-08-24,4089,,c,07:32:48,0
2004-06-15,4595,7,b,22:27:41,0
2017-10-29,598,8,a,05:48:32,1
1976-04-09,789,4,b,14:12:24,1
1999-07-31,9090,7,b,13:00:05,0
2019-01-24,8904,,a,01:10:13,0
1989-10-10,5960,,a,04:55:14,0
1994-06-06,6397,0,a,05:36:51,0
2014-06-21,5676,1,b,16:40:11,0
1986-06-21,5885,,b,15:55:01,0
1996-06-09,6323,,b,23:12:12,0
1997-12-12,6919,4,b,00:50:30,0
1998-09-18,5594,1,c,19:56:12,0
1982-09-21,2527,,a,07:43:16,0
1985-01-31,5546,,a,06:02:44,1
1987-03-30,2816,,c,14:44:27,0
1988-07-24,475,9,c,18:41:34,0
1996-09-15,1348,7,a,18:03:02,1
1994-07-30,3805,6,b,05:44:44,0
1982-08-29,9832,,b,21:37:28,0
1998-05-27,504,,b,23:55:19,1
2017-08-15,2520,,b,08:05:11,0
1999-02-19,7472,,b,17:31:01,0
1999-06-03,5967,9,b,00:09:32,0
1977-02-25,5368,0,a,07:53:49,0
2010-12-07,7486,7,c,20:34:00,0
1974-11-21,390,,c,08:48:01,1
1974-06-04,5448,,c,20:06:01,0
1981-12-05,7924,0,c,16:24:35,0
2002-07-04,5655,,b,22:00:23,0
1971-02-07,8902,7,b,05:25:45,0
1971-02-21,5771,9,c,17:17:42,0
1981-02-01,1640,7,a,19:40:34,1
1975-06-01,8311,,c,21:59:50,0
1973-07-17,1156,2,b,17:42:35,0
1978-02-21,1920,,b,05:33:56,0
1985-01-31,5203,4,b,12:51:11,0
2013-01-16,3793,9,c,22:57:21,0
2003-07-16,3752,5,a,02:03:54,1
2008-07-16,236,4,b,18:25:47,0
2002-04-10,6394,,b,20:03:46,0
2011-06-09,7305,,c,21:40:07,0
1979-06-03,7095,,b,21:33:54,0
2007-09-05,3150,7,c,06:32:04,0
1971-03-01,4150,,a,03:48:12,1
1976-05-22,4496,,c,18:48:42,0
1974-07-24,682,,c,20:54:46,0
1997-07-01,2596,,b,04:55:51,0
2015-09-18,4233,,c,10:19:35,0
2017-12-27,1892,,b,16:43:47,0
1985-09-02,7130,,b,02:19:54,0
2009-09-16,4045,,b,14:53:03,0
1987-09-04,5557,3,b,08:43:02,0
1984-03-24,2379,,a,15:36:44,1
2004-09-25,1169,9,a,05:29:51,1
2004-07-10,5147,,b,05:37:06,0
1981-10-03,4634,3,b,06:43:17,0
2012-01-04,7553,,a,16:09:32,0
1995-05-25,8491,,c,07:21:12,0
1975-07-17,5818,2,a,13:45:58,1
2016-10-02,2586,,a,17:25:08,0
2002-01-13,2562,,b,21:55:53,0
2016-01-04,6174,,a,01:07:28,0
2004-10-07,5079,,c,02:13:47,0
2019-07-26,6845,3,c,13:18:35,0
1987-04-23,3440,6,b,22:21:09,0
1990-03-21,8550,4,c,19:59:18,0
2003-11-20,5591,,b,23:26:22,0
1991-08-31,2441,3,c,14:04:58,0
1974-07-25,3202,,a,15:53:24,1
2012-03-17,7677,6,b,05:18:20,0
1971-04-03,7206,,b,12:20:05,0
1985-03-24,3887,1,c,14:45:12,0
1973-11-27,715,5,b,12:09:23,0
2014-10-15,7516,6,a,19:38:41,1
2002-06-23,395,5,a,12:43:26,1
2006-09-04,4341,,a,20:05:01,0
2017-04-09,1223,6,c,03:40:31,0
2015-03-30,1391,6,c,01:25:39,0
1988-08-24,5420,,a,18:53:39,0
1977-11-11,2458,,b,19:00:08,0
2010-05-29,4174,,c,11:43:24,0
2008-05-12,2085,,a,17:01:43,1
2005-09-01,9493,,a,16:16:52,0
2004-09-02,1442,,b,04:01:05,0
1995-07-24,191,,c,11:08:22,1
1974-08-23,8332,4,b,20:18:27,0
1987-06-05,4817,3,a,22:47:30,1
1981-12-12,9498,,c,21:35:39,0
1989-12-17,1793,1,b,13:14:52,0
1998-05-01,3774,,a,18:45:16,0
2003-04-10,407,,c,23:13:48,1
1993-12-25,1674,1,a,06:00:07,0
2017-09-28,9309,,c,13:57:45,0
1989-10-01,3977,,c,07:31:01,0
2000-09-21,1595,0,b,04:40:28,0
1970-01-08,5560,,a,02:15:10,0
1974-08-14,7391,0,b,03:48:30,0
1995-03-28,4829,,c,23:12:36,0
1999-03-05,1318,0,a,20:17:56,0
2019-04-24,8980,,c,11:24:14,0
1974-04-28,7478,0,c,06:36:32,0
1993-06-06,6809,9,c,18:00:32,0
2002-03-23,4826,,c,02:52:40,0
2013-06-20,8645,,a,14:36:20,0
2011-04-29,1106,0,c,12:14:07,0
2018-11-25,9953,,b,04:31:26,0
1972-02-13,8729,3,c,03:15:00,0
1985-10-03,7662,,b,09:41:43,0
1975-05-20,1577,,c,15:29:22,0
1984-11-22,2989,,a,09:41:23,0
2005-02-20,3637,,b,01:14:11,0
2009-05-14,4650,,a,10:40:34,0
2002-06-04,5117,,a,22:17:20,0
2012-10-02,4257,,a,14:31:07,1
2015-01-05,9912,5,b,16:25:50,0
1982-02-23,7020,,a,17:37:00,0
1991-06-21,3913,,c,00:52:58,0
1971-02-10,9911,9,a,11:24:04,0
2002-02-27,9626,,b,01:12:30,0
2004-05-17,6759,9,b,18:36:56,0
1981-04-07,5970,,a,21:04:00,1
1992-10-19,3628,8,a,23:00:55,0
1981-09-09,714,1,c,05:15:43,0
1993-02-12,8975,2,a,23:28:21,0
1996-02-21,2370,,c,02:35:17,0
1999-04-09,9057,4,a,02:30:11,1
1992-07-26,1899,,a,06:40:36,0
2009-03-18,4026,9,b,07:56:08,0
2003-01-31,6421,9,b,18:03:36,0
2013-05-02,3688,9,c,06:51:54,0
1975-11-02,892,6,a,07:11:46,0
1984-09-05,2595,2,b,12:55:57,0
2018-09-07,9756,5,b,23:30:55,0
1970-03-02,335,2,c,07:58:18,0
1996-01-27,6209,,b,03:40:35,0
1971-02-02,8035,9,a,05:23:18,0
2014-12-29,9897,,b,22:23:24,0
2000-03-01,4131,,a,05:33:29,0
2003-10-05,9673,1,c,11:12:07,0
1995-12-18,7400,6,c,16:10:31,0
2000-12-15,7713,,b,08:50:02,0
1995-10-27,8744,2,b,12:49:58,0
1993-01-19,3684,3,a,00:10:37,0
1990-09-27,8543,3,c,11:45:45,0
2001-03-09,2032,4,b,05:16:28,0
2003-06-12,4895,,c,19:09:19,0
2008-09-20,3023,1,a,15:46:05,0
1970-09-01,1965,,b,10:55:20,0
1980-03-30,2144,1,b,15:34:30,0
2010-03-27,330,4,a,16:19:14,1
2000-11-01,4609,2,b,06:46:25,0
1989-08-12,5092,5,c,18:07:22,0
1975-12-17,8201,8,c,11:49:44,0
1988-08-20,4389,,c,10:22:40,0
1997-06-16,2289,,b,02:56:15,0
2000-01-31,179,0,b,16:18:34,0
2003-12-16,1356,,a,21:19:58,0
2002-06-17,7450,9,a,22:45:13,0
1993-06-08,1663,8,a,06:16:08,0
2006-12-26,8197,7,c,17:04:47,0
2003-09-30,8811,,a,07:46:09,0
2012-08-16,6678,1,c,05:44:42,0
1995-09-19,3063,,c,12:45:56,0
2012-10-31,5076,,a,17:28:03,0
1981-11-18,7691,6,b,04:35:08,0
2006-10-05,8259,6,c,22:51:33,0
2014-12-11,5374,,a,03:02:14,1
1977-02-13,4318,,c,01:00:34,0
1999-04-18,1077,,c,11:37:20,0
1981-07-17,6148,6,a,12:18:50,0
1985-04-27,2276,,c,18:01:55,0
2015-11-03,6137,3,c,13:44:37,0
1977-03-02,6942,,c,10:43:09,0
1999-01-17,3293,,c,03:02:22,0
1999-02-21,7292,0,b,15:42:06,0
1970-07-03,8858,,b,04:24:55,0
1999-11-25,4466,9,c,16:13:30,0
2019-03-09,9453,4,b,19:29:31,0
1972-03-30,9856,,a,02:09:01,0
1970-06-09,6854,7,a,00:44:21,1
1988-01-08,6055,1,c,07:31:27,0
1987-06-24,4837,,b,07:38:12,0
2011-03-26,2664,5,b,14:48:43,0
1990-07-21,1135,,c,22:55:45,0
1979-01-29,3551,,c,04:28:51,0
1986-07-16,4810,,c,16:55:36,0
1990-03-09,3648,8,a,18:46:53,1
1976-07-19,3751,0,a,06:05:51,1
2004-01-24,2031,7,a,07:24:40,0
1980-12-06,6180,2,c,03:37:02,0
1982-07-22,4264,9,b,11:47:52,0
1994-11-15,920,0,c,11:56:57,0
1982-05-12,9514,,b,00:58:09,0
2015-08-16,3496,,b,01:26:14,0
2012-01-23,8765,9,a,16:44:17,1
2001-01-17,9381,5,a,15:24:53,1
2015-04-21,6384,2,c,19:27:59,0
1984-04-05,4753,9,c,07:09:29,0
2001-11-04,881,,a,21:40:25,1
2011-03-24,8038,,c,05:12:38,0
1973-08-28,3319,2,c,05:19:55,0
1992-03-19,4851,,b,04:35:18,0
1988-03-12,6705,,c,23:45:01,0
1990-07-24,9625,,c,06:32:27,0
1975-08-28,5437,,c,00:35:18,0
2004-10-02,7737,,b,01:20:23,0
2008-09-21,5498,8,b,12:26:41,0
2019-06-29,6441,5,c,05:34:17,0
2005-03-21,4572,7,c,07:05:29,0
1992-01-29,6345,,b,21:57:40,0
1992-10-14,188,,c,17:35:52,0
1979-06-25,5312,0,a,18:26:17,1
1987-09-30,351,6,b,07:52:53,1
1976-06-09,1426,,c,03:19:57,0
2013-12-20,7395,,c,02:48:45,0
1987-12-04,927,,c,05:59:23,0
2003-09-24,476,,b,18:55:41,0
2008-01-15,4481,9,a,08:01:36,0
1991-02-10,4112,,c,12:05:26,0
2002-08-30,6020,,b,15:27:07,0
1973-11-07,9312,9,a,12:24:04,0
2008-02-15,1268,6,c,22:02:28,0
2005-12-24,6089,,b,19:42:13,0
1991-09-20,892,,c,15:33:44,0
1996-04-11,1848,,a,23:56:16,0
1979-06-09,1532,,b,01:17:41,0
2012-04-05,882,,a,19:16:12,1
1998-04-21,3656,2,a,04:43:13,0
2014-05-11,1235,,b,22:04:09,0
2016-09-02,6466,9,a,16:32:09,0
1997-01-21,1574,0,b,01:34:06,0
2017-10-19,7721,,b,22:12:47,0
2000-05-11,5910,7,c,15:03:52,0
1993-10-23,7395,0,b,10:32:32,0
1984-08-13,9425,5,c,05:24:09,0
1981-09-29,260,,a,03:33:53,1
1982-04-01,6566,5,a,23:24:10,0
1976-01-22,7573,2,a,07:36:24,0
1992-04-29,6899,6,b,08:03:58,0
1994-02-22,92,,a,12:58:36,1
2018-06-11,2956,6,a,06:30:16,0
2018-09-16,2988,9,b,04:25:30,0
1990-02-16,9406,6,a,00:42:36,0
1972-09-18,2903,,a,10:43:16,0
1972-12-29,7492,0,a,18:16:04,0
2005-01-29,7377,,c,04:45:06,0
1981-08-16,5440,,b,03:19:19,1
2006-10-09,1989,6,c,00:40:33,0
2008-06-23,1674,,c,00:53:45,0
2010-05-04,6447,,c,03:51:49,0
1992-09-08,5142,,a,19:03:10,0
1970-10-08,24,4,c,15:53:21,1
1999-02-01,888,8,b,17:10:40,0
1970-12-11,3914,5,c,00:56:13,0
1979-11-19,4102,,a,20:47:15,1
1980-08-06,4107,,a,03:56:47,1
1993-09-18,2422,,a,10:47:16,0
1985-06-29,5126,,c,06:20:08,0
1979-01-25,5836,8,b,19:44:42,0
1997-07-22,4854,,b,20:26:58,0
1993-11-24,5617,,b,05:58:44,0
2006-11-19,9683,,a,01:41:10,0
1992-12-02,334,,c,19:54:38,1
1995-10-11,1856,0,a,15:30:06,0
2003-04-16,522,8,a,07:43:35,1
1982-09-14,3556,,a,12:29:29,0
2009-01-06,947,5,a,03:54:51,1
2004-11-04,2792,,a,02:05:23,0
2001-11-12,5936,5,b,14:14:19,0
1991-02-20,9073,,b,03:13:44,0
2019-04-10,849,,b,14:31:17,0
2004-12-25,2499,,b,08:37:15,0
1996-11-15,7003,,c,14:46:39,0
1998-09-14,2979,,c,01:01:39,0
1996-10-01,6869,7,a,08:21:05,0
1999-01-31,2348,6,a,08:54:22,0
2006-11-28,9934,9,b,15:27:12,0
1982-12-20,6738,3,a,09:54:51,0
1993-05-13,7371,1,c,15:25:14,0
2012-03-27,8349,7,c,20:09:22,0
1987-09-29,1994,0,b,16:33:54,0
1995-04-28,3750,,b,00:18:12,0
1978-06-19,991,4,c,22:31:13,0
2019-02-08,9954,,c,17:55:05,0
2019-01-13,2952,2,a,07:50:13,1
1972-12-11,7979,,c,00:45:04,0
2009-07-02,2240,2,a,11:58:44,0
2009-11-03,6441,,c,02:41:55,0
1985-07-05,878,4,c,17:45:50,0
2012-06-20,639,,a,00:45:27,1
2000-08-19,9217,2,c,07:34:09,0
1972-08-23,1244,8,c,06:54:25,0
2008-07-21,6678,2,a,05:16:48,0
2007-01-02,3620,,c,17:05:46,0
1989-06-07,4213,0,a,14:02:49,0
1992-06-12,1293,8,b,21:03:10,0
1999-02-05,5963,,b,15:56:55,0
1985-06-27,4890,3,a,01:40:37,0
2014-03-26,1068,2,a,14:16:47,0
2009-03-14,3043,6,a,20:07:37,1
1971-08-21,8852,7,c,19:49:38,0
2013-02-23,8804,,a,23:45:11,0
1972-07-23,2097,,a,06:25:49,0
1972-12-29,8275,7,c,22:07:15,0
1979-07-13,2640,1,c,16:22:24,0
1998-08-23,9969,1,a,08:06:55,0
2012-04-03,3794,,b,12:10:47,0
1973-02-19,7227,,b,06:41:43,0
1972-03-20,9673,,b,23:00:03,0
1990-03-04,5203,1,c,06:01:02,0
1990-09-25,1199,,c,21:18:39,0
1995-08-23,7020,6,b,02:28:12,0
1990-01-15,3454,,b,10:01:39,0
1973-12-25,5775,,a,18:54:15,1
1976-02-04,7610,,b,22:59:02,0
1993-01-12,3862,7,c,04:38:55,0
2004-09-04,9061,,a,05:23:20,0
2009-03-09,6412,8,c,09:59:56,0
1979-10-10,721,2,a,17:53:54,0
1998-04-09,1553,5,b,06:51:51,0
2016-10-23,8416,6,a,13:56:49,0
1996-05-03,4741,8,c,13:25:38,0
2003-05-11,4655,,b,11:29:03,0
2004-04-15,7209,,c,21:35:30,0
2012-01-24,5751,7,c,20:39:18,0
2014-12-08,4798,8,b,08:02:05,0
2007-04-10,8891,2,a,00:12:56,1
2012-08-01,7408,5,c,14:24:15,0
1981-12-03,6087,0,a,00:58:46,0
1990-11-29,95,0,c,21:18:42,0
1993-04-19,7896,,b,08:36:47,0
1991-11-08,9559,1,c,21:16:25,0
2011-07-28,5950,9,c,02:51:33,0
2017-05-09,115,,a,01:45:00,1
2013-09-15,2808,,b,19:08:11,0
2008-02-04,9858,,c,14:39:55,0
2011-01-06,4033,2,c,16:03:15,0
1974-04-28,1756,4,a,00:20:50,0
2003-10-02,4098,7,a,16:05:30,1
1970-06-08,5881,,c,00:03:25,0
1973-10-15,2749,3,b,13:53:22,0
1995-06-22,8599,6,c,10:37:45,0
1991-01-09,2573,,b,15:37:00,0
2017-02-01,2306,,b,02:08:48,0
1999-10-30,650,2,b,05:13:06,0
1999-05-19,3295,4,b,03:50:01,0
1995-08-06,3087,0,c,14:53:02,0
2016-03-16,7312,3,b,11:50:16,0
1975-01-15,8004,6,a,08:16:48,0
2011-06-06,11,,c,17:10:13,0
1991-05-08,817,6,c,04:25:23,1
1976-10-23,4556,3,c,17:45:07,0
1973-09-08,4340,1,a,10:35:24,0
1986-05-29,7538,7,c,14:00:40,0
1990-10-26,9931,,a,19:16:16,0
1977-12-15,8736,,c,02:06:17,0
2007-05-18,6945,,c,00:41:08,0
2007-01-13,834,,b,05:04:57,0
2001-02-09,27,6,c,00:22:41,0
1984-01-10,2045,,c,15:41:08,0
1971-05-04,5803,0,c,13:54:49,0
2018-08-19,843,8,b,03:47:56,0
1987-06-28,5210,5,b,13:33:31,0
2007-01-01,1232,,c,23:18:10,0
2002-07-13,8423,4,b,23:56:20,0
2010-08-18,8902,8,b,03:22:43,0
1998-10-01,3180,,c,05:37:44,0
2017-11-24,1475,8,a,23:28:25,1
2005-07-17,2579,9,a,10:03:57,0
1976-11-23,7612,,c,16:49:51,0
1996-06-02,4191,7,c,23:52:18,0
1981-01-13,7562,,c,11:15:30,0
1983-08-08,2640,4,a,06:53:57,0
1974-07-13,8974,,a,21:23:28,1
1975-09-10,9244,6,c,12:54:23,0
2000-04-12,5186,,b,16:27:06,0
1988-04-06,6790,,b,17:13:59,0
1989-09-07,4948,,c,10:05:29,0
1992-05-13,3363,3,b,03:51:36,0
2005-05-03,9120,,b,16:59:45,0
2007-08-15,3617,2,c,16:54:10,0
1991-01-20,2257,8,b,18:04:37,0
2008-01-24,2182,,a,12:21:53,0
1989-06-15,5044,,c,08:10:36,0
1988-02-14,5470,3,a,10:46:36,0
1994-07-28,9451,3,b,15:54:24,0
1984-12-23,1973,2,c,02:55:48,0
2001-06-05,2486,8,b,02:14:21,0
2013-02-06,8536,0,a,07:08:20,0
2007-02-11,6883,,a,20:49:39,0
2003-05-30,2256,5,c,04:37:34,0
2008-01-11,5076,,b,18:31:27,0
2011-06-14,1502,,b,08:51:28,0
1971-07-10,5154,,a,02:26:08,1
2015-07-06,7020,,a,00:32:12,0
1971-02-25,1953,1,a,02:53:53,0
1980-08-27,8165,0,b,08:09:36,0
2017-11-03,8212,9,b,08:14:23,0
1976-04-03,9839,,b,05:27:30,0
1991-08-02,5944,,c,15:55:57,0
2008-08-12,3983,7,a,15:20:37,0
2018-02-10,6023,,c,15:03:19,0
1973-05-17,2626,4,c,14:22:15,0
1991-02-15,5894,4,c,00:23:44,0
2004-06-02,8016,,a,15:59:15,0
1976-08-28,7243,2,c,18:17:26,0
2001-06-17,8886,,c,21:43:22,0
1974-03-23,8353,2,c,08:26:50,0
2018-08-12,728,2,b,01:04:58,0
1970-08-31,5033,7,a,19:24:43,1
1993-04-18,1648,,b,22:23:17,0
2003-07-25,228,9,a,13:05:20,1
2002-02-20,2883,9,b,01:05:20,0
1998-06-12,3315,4,b,22:33:54,0
1977-11-27,2188,3,c,23:05:25,0
2000-07-25,1880,4,b,14:34:45,0
1991-07-14,122,,b,21:20:00,0
2007-04-02,8734,,c,09:43:05,0
1994-05-30,46,,b,18:54:19,0
1979-10-31,7867,7,c,16:26:18,0
1977-07-02,8085,0,b,17:55:58,0
1972-02-07,564,,c,14:23:24,1
2009-07-18,6659,,c,23:02:06,0
1996-05-04,8257,,a,09:01:59,1
1988-01-13,4060,,c,18:00:24,0
1992-08-13,2179,0,c,07:05:46,0
2009-04-09,6373,2,b,03:44:13,0
1978-11-09,2769,4,c,06:04:23,0
1982-06-15,3644,7,c,00:29:43,0
2000-06-21,5190,9,a,09:34:40,0
1997-11-11,2265,,b,04:14:06,0
1994-06-03,3877,,a,08:37:49,1
1975-05-07,6394,,b,09:19:09,0
2007-08-25,8831,2,b,08:31:42,0
2005-04-17,7251,3,b,04:24:16,0
2007-04-14,5883,,a,21:06:25,0
1991-05-24,6478,4,c,06:27:02,0
2018-04-01,1849,5,a,11:39:26,0
1986-11-02,4681,,b,12:54:36,0
1972-05-08,5717,,c,04:10:03,0
1994-05-07,1632,,b,11:55:34,0
1992-10-22,9880,5,c,08:37:57,0
1996-08-08,424,6,a,16:35:41,1
1999-12-27,1195,0,a,03:08:29,0
1976-07-31,9385,,b,21:11:57,0
1980-04-12,6066,3,a,23:09:31,0
2006-12-10,5177,,c,13:48:59,0
1971-01-07,1048,,c,03:22:26,0
2012-06-16,7863,7,b,07:11:14,0
2019-08-24,9181,8,b,03:02:58,0
1974-06-07,5932,,a,12:17:02,0
2015-02-02,7755,,a,10:50:03,1
1978-03-04,1602,7,a,11:49:18,0
2014-06-17,3498,4,b,17:46:44,0
1982-08-16,2525,,b,23:08:35,0
1996-08-24,988,5,b,22:35:58,0
1979-05-27,6235,,b,09:52:54,0
1997-12-29,1312,1,a,16:10:30,0
1975-09-10,8167,2,a,12:18:52,0
